Date,bc_flux0,bc_flux1,bc_flux2
08/12/1981,1498026.25,0,0
08/13/1981,614471.3125,0,0
08/14/1981,89083.90625,0,0
08/15/1981,427962.9375,0,0
08/16/1981,9935.311523,0,0
08/17/1981,1403282.75,0,0
08/18/1981,12888.53906,0,0
08/19/1981,120314.3516,0,0
08/20/1981,38773.53516,0,0
08/21/1981,12264.5332,0,0
08/22/1981,70925.03906,0,0
08/23/1981,18755.10156,0,0
08/24/1981,158954.0938,0,0
08/25/1981,70349.57031,0,0
08/26/1981,19751.32031,0,0
08/27/1981,96250.74219,0,0
08/28/1981,113655.4922,0,0
08/29/1981,519335.0313,0,0
08/30/1981,351220.25,0,0
08/31/1981,2395960.75,0,0
09/01/1981,38945.85156,0,0
09/02/1981,2675970.5,0,0
09/03/1981,137431.4219,0,0
09/04/1981,74994.77344,0,0
09/05/1981,702823.0625,0,0
09/06/1981,332789.6563,0,0
09/07/1981,821919.375,0,0
09/08/1981,648098,0,0
09/09/1981,356334,0,0
09/10/1981,377744.5625,0,0
09/11/1981,309340.9375,0,0
09/12/1981,210426.7344,0,0
09/13/1981,87482.35156,0,0
09/14/1981,2219396.5,0,0
09/15/1981,454418.625,0,0
09/16/1981,1028761.75,0,0
09/17/1981,811974.0625,0,0
09/18/1981,404149.5938,0,0
09/19/1981,595470.0625,0,0
09/20/1981,359596.625,0,0
09/21/1981,755263.3125,0,0
09/22/1981,561538.5,0,0
09/23/1981,553554.125,0,0
09/24/1981,241085.2188,0,0
09/25/1981,1063969.625,0,0
09/26/1981,719017.6875,0,0
09/27/1981,1102996.875,0,0
09/28/1981,925689.8125,0,0
09/29/1981,510793.6563,0,0
09/30/1981,199503.4063,0,0
10/01/1981,1424356.5,0,0
10/02/1981,641945.875,0,0
10/03/1981,1912577.25,0,0
10/04/1981,866040.0625,0,0
10/05/1981,468933,0,0
10/06/1981,174089.0781,0,0
10/07/1981,53045.59375,0,0
10/08/1981,2546948.25,0,0
10/09/1981,238216.4531,0,0
10/10/1981,64515.52344,0,0
10/11/1981,27820.69727,0,0
10/12/1981,322164.1563,0,0
10/13/1981,39043.58984,0,0
10/14/1981,36663.85156,0,0
10/15/1981,26278.49219,0,0
10/16/1981,26899.85742,0,0
10/17/1981,23489.81641,0,0
10/18/1981,31806.0293,0,0
10/19/1981,35340.30469,0,0
10/20/1981,32976.31641,0,0
10/21/1981,27826.6582,0,0
10/22/1981,23999.0625,0,0
10/23/1981,25846.66016,0,0
10/24/1981,31120.61328,0,0
10/25/1981,37810.72266,0,0
10/26/1981,44079.21094,0,0
10/27/1981,42808.37109,0,0
10/28/1981,37109.39844,0,0
10/29/1981,32481.23047,0,0
10/30/1981,25864.73633,0,0
10/31/1981,17512.98828,0,0
11/01/1981,16518.41992,0,0
11/02/1981,27479.12305,0,0
11/03/1981,42379.6875,0,0
11/04/1981,51340.89453,0,0
11/05/1981,45093.90625,0,0
11/06/1981,32421.95703,0,0
11/07/1981,22181.44922,0,0
11/08/1981,15485.68066,0,0
11/09/1981,11406.56543,0,0
11/10/1981,13471.83496,0,0
11/11/1981,18436.95898,0,0
11/12/1981,25733,0,0
11/13/1981,30939.89063,0,0
11/14/1981,29380.56641,0,0
11/15/1981,20898.8125,0,0
11/16/1981,10974.70313,0,0
11/17/1981,67155.45313,0,0
11/18/1981,59786.55078,0,0
11/19/1981,43279.05078,0,0
11/20/1981,30086.58203,0,0
11/21/1981,22880.68359,0,0
11/22/1981,17328.72266,0,0
11/23/1981,15686.6875,0,0
11/24/1981,16532.12891,0,0
11/25/1981,15883.88379,0,0
11/26/1981,13411.49023,0,0
11/27/1981,9396.46875,0,0
11/28/1981,108396.2969,0,0
11/29/1981,122357.4141,0,0
11/30/1981,120629.1094,0,0
12/01/1981,97622.27344,0,0
12/02/1981,68507.375,0,0
12/03/1981,46985.70313,0,0
12/04/1981,58117.55469,0,0
12/05/1981,91659.21094,0,0
12/06/1981,102843.4609,0,0
12/07/1981,92326.23438,0,0
12/08/1981,56143.03906,0,0
12/09/1981,48023.88281,0,0
12/10/1981,48485.60547,0,0
12/11/1981,43074.21094,0,0
12/12/1981,32986.79297,0,0
12/13/1981,194309.3125,0,0
12/14/1981,77705.28125,0,0
12/15/1981,82649.21094,0,0
12/16/1981,59521.07813,0,0
12/17/1981,36101.92188,0,0
12/18/1981,66425.07031,0,0
12/19/1981,30421.67969,0,0
12/20/1981,146102.3125,0,0
12/21/1981,30799.4082,0,0
12/22/1981,807527.1875,0,0
12/23/1981,99836.39844,0,0
12/24/1981,110559.1797,0,0
12/25/1981,15067.76563,0,0
12/26/1981,1159892.625,0,0
12/27/1981,52128.34375,0,0
12/28/1981,40926.32031,0,0
12/29/1981,60163.25391,0,0
12/30/1981,54532.10938,0,0
12/31/1981,33833.44531,0,0
01/01/1982,19620.25977,0,0
01/02/1982,148933.9219,0,0
01/03/1982,121039.7734,0,0
01/04/1982,100909.3203,0,0
01/05/1982,65856.17188,0,0
01/06/1982,41377.89063,0,0
01/07/1982,25760.27344,0,0
01/08/1982,315678.5313,0,0
01/09/1982,164715.1563,0,0
01/10/1982,99150.0625,0,0
01/11/1982,55247.5625,0,0
01/12/1982,54876.16406,0,0
01/13/1982,39612.73047,0,0
01/14/1982,132127.7188,0,0
01/15/1982,109607.6641,0,0
01/16/1982,67327.10156,0,0
01/17/1982,37671.44922,0,0
01/18/1982,134686.5781,0,0
01/19/1982,40948.44531,0,0
01/20/1982,1409609.125,0,0
01/21/1982,431362.8125,0,0
01/22/1982,178993.1875,0,0
01/23/1982,91605.71875,0,0
01/24/1982,59752.63672,0,0
01/25/1982,51976.44531,0,0
01/26/1982,50567.71094,0,0
01/27/1982,94226.64844,0,0
01/28/1982,125992.9922,0,0
01/29/1982,111505.3281,0,0
01/30/1982,191225.5781,0,0
01/31/1982,236633.0938,0,0
02/01/1982,196686.5938,0,0
02/02/1982,146188.6875,0,0
02/03/1982,102480.3828,0,0
02/04/1982,67086.8125,0,0
02/05/1982,222570.3125,0,0
02/06/1982,148119.1875,0,0
02/07/1982,83478.5,0,0
02/08/1982,47381.8125,0,0
02/09/1982,254301.3438,0,0
02/10/1982,99677.78125,0,0
02/11/1982,42556.28125,0,0
02/12/1982,82224.26563,0,0
02/13/1982,106940.4922,0,0
02/14/1982,68732.69531,0,0
02/15/1982,37842.13672,0,0
02/16/1982,88697.50781,0,0
02/17/1982,87905.5,0,0
02/18/1982,60720.69531,0,0
02/19/1982,37459.08203,0,0
02/20/1982,39207.85156,0,0
02/21/1982,312367.1875,0,0
02/22/1982,126012.7969,0,0
02/23/1982,386479.4063,0,0
02/24/1982,255304.125,0,0
02/25/1982,155769.4063,0,0
02/26/1982,94201.88281,0,0
02/27/1982,62894.23828,0,0
02/28/1982,54259.32813,0,0
03/01/1982,45812.14453,0,0
03/02/1982,59897.71875,0,0
03/03/1982,80319.57813,0,0
03/04/1982,75918.94531,0,0
03/05/1982,53520.19922,0,0
03/06/1982,212976.2813,0,0
03/07/1982,207371.8281,0,0
03/08/1982,290427.4063,0,0
03/09/1982,302927.6563,0,0
03/10/1982,226868.3125,0,0
03/11/1982,118874.7969,0,0
03/12/1982,108723.2188,0,0
03/13/1982,302898.4688,0,0
03/14/1982,188066.2188,0,0
03/15/1982,79199.60938,0,0
03/16/1982,85996.0625,0,0
03/17/1982,49282.19141,0,0
03/18/1982,270005.125,0,0
03/19/1982,118818.8906,0,0
03/20/1982,87357.45313,0,0
03/21/1982,74865.14063,0,0
03/22/1982,50591.10156,0,0
03/23/1982,25413.58984,0,0
03/24/1982,340621.125,0,0
03/25/1982,231772.7031,0,0
03/26/1982,142811.3438,0,0
03/27/1982,72195.46875,0,0
03/28/1982,196870.7188,0,0
03/29/1982,241942.6719,0,0
03/30/1982,183957.4531,0,0
03/31/1982,106694.0781,0,0
04/01/1982,59676.48047,0,0
04/02/1982,209426.9063,0,0
04/03/1982,217129.7031,0,0
04/04/1982,143388.8125,0,0
04/05/1982,83706.90625,0,0
04/06/1982,136298.0625,0,0
04/07/1982,83702.08594,0,0
04/08/1982,167074,0,0
04/09/1982,84195.32813,0,0
04/10/1982,52164.42188,0,0
04/11/1982,1149388.125,0,0
04/12/1982,1126921,0,0
04/13/1982,316935.625,0,0
04/14/1982,87822.98438,0,0
04/15/1982,1158441.875,0,0
04/16/1982,249187.7813,0,0
04/17/1982,236553.1563,0,0
04/18/1982,123113.0703,0,0
04/19/1982,86377.6875,0,0
04/20/1982,81802.71875,0,0
04/21/1982,71516.92188,0,0
04/22/1982,54876.32031,0,0
04/23/1982,72570.08594,0,0
04/24/1982,77200.50781,0,0
04/25/1982,92329.82813,0,0
04/26/1982,50368.55469,0,0
04/27/1982,168397.4219,0,0
04/28/1982,134088.125,0,0
04/29/1982,78168.33594,0,0
04/30/1982,37142.48047,0,0
05/01/1982,141669.0781,0,0
05/02/1982,97448.85938,0,0
05/03/1982,53853.14063,0,0
05/04/1982,27749.57422,0,0
05/05/1982,158419.3594,0,0
05/06/1982,69396.40625,0,0
05/07/1982,32928.94531,0,0
05/08/1982,78012.15625,0,0
05/09/1982,9473.580078,0,0
05/10/1982,665840.375,0,0
05/11/1982,301403.125,0,0
05/12/1982,261765.125,0,0
05/13/1982,215105.1875,0,0
05/14/1982,170734.9688,0,0
05/15/1982,125099.1484,0,0
05/16/1982,84647.28125,0,0
05/17/1982,110745.7578,0,0
05/18/1982,139412.1563,0,0
05/19/1982,154696.2813,0,0
05/20/1982,139529.9531,0,0
05/21/1982,97637.15625,0,0
05/22/1982,304290.4375,0,0
05/23/1982,223.204834,0,0
05/24/1982,3774407.5,0,0
05/25/1982,473135.1563,0,0
05/26/1982,388259.9375,0,0
05/27/1982,308247.6563,0,0
05/28/1982,235265.7031,0,0
05/29/1982,163502.9219,0,0
05/30/1982,109505.4844,0,0
05/31/1982,76368.4375,0,0
06/01/1982,375030.8125,0,0
06/02/1982,9508.947266,0,0
06/03/1982,473331.7813,0,0
06/04/1982,797370,0,0
06/05/1982,713535.1875,0,0
06/06/1982,526423,0,0
06/07/1982,344491,0,0
06/08/1982,545899.5625,0,0
06/09/1982,62098.65625,0,0
06/10/1982,176792.7031,0,0
06/11/1982,263366.25,0,0
06/12/1982,238853.0469,0,0
06/13/1982,151697.3281,0,0
06/14/1982,230806.1719,0,0
06/15/1982,130054.9063,0,0
06/16/1982,75322.07813,0,0
06/17/1982,71483.24219,0,0
06/18/1982,46663.67188,0,0
06/19/1982,32879.85547,0,0
06/20/1982,63829.36328,0,0
06/21/1982,35762.26953,0,0
06/22/1982,505289,0,0
06/23/1982,404964.9375,0,0
06/24/1982,1747692.125,0,0
06/25/1982,113535.2656,0,0
06/26/1982,280926.9375,0,0
06/27/1982,215732.7188,0,0
06/28/1982,1168761.25,0,0
06/29/1982,545.6057129,0,0
06/30/1982,280425.25,0,0
07/01/1982,212349.0938,0,0
07/02/1982,332505.75,0,0
07/03/1982,52914.53125,0,0
07/04/1982,145662.0938,0,0
07/05/1982,98.80072021,0,0
07/06/1982,21230.94141,0,0
07/07/1982,507653.4688,0,0
07/08/1982,120861.4063,0,0
07/09/1982,9839.838867,0,0
07/10/1982,831192,0,0
07/11/1982,1278780.25,0,0
07/12/1982,539544.375,0,0
07/13/1982,1133922.625,0,0
07/14/1982,3269.094727,0,0
07/15/1982,23792.31055,0,0
07/16/1982,50596.82813,0,0
07/17/1982,241891.3594,0,0
07/18/1982,15064.39941,0,0
07/19/1982,28448.38281,0,0
07/20/1982,38888.25,0,0
07/21/1982,43968.14063,0,0
07/22/1982,191635.4531,0,0
07/23/1982,198545.5313,0,0
07/24/1982,18568.37109,0,0
07/25/1982,12502.83984,0,0
07/26/1982,37921.98828,0,0
07/27/1982,394141.0938,0,0
07/28/1982,23086.48633,0,0
07/29/1982,28124.89063,0,0
07/30/1982,747086.4375,0,0
07/31/1982,38358.40625,0,0
08/01/1982,71592.59375,0,0
08/02/1982,89204.01563,0,0
08/03/1982,101739.625,0,0
08/04/1982,548959.625,0,0
08/05/1982,109548.625,0,0
08/06/1982,39588.36719,0,0
08/07/1982,219956.4219,0,0
08/08/1982,76269.67969,0,0
08/09/1982,1307869.625,0,0
08/10/1982,233369.5313,0,0
08/11/1982,407568.75,0,0
08/12/1982,175150.5,0,0
08/13/1982,56811.79688,0,0
08/14/1982,63550.88281,0,0
08/15/1982,2824874.5,0,0
08/16/1982,251078.9375,0,0
08/17/1982,3147349.5,0,0
08/18/1982,406050.75,0,0
08/19/1982,925486.375,0,0
08/20/1982,196805.0469,0,0
08/21/1982,755963.75,0,0
08/22/1982,127707.0547,0,0
08/23/1982,2102036.25,0,0
08/24/1982,299385.9063,0,0
08/25/1982,171052.75,0,0
08/26/1982,1372285.5,0,0
08/27/1982,465113.1875,0,0
08/28/1982,247921,0,0
08/29/1982,232192.6563,0,0
08/30/1982,360937.875,0,0
08/31/1982,397783.9688,0,0
09/01/1982,409285.0938,0,0
09/02/1982,414830,0,0
09/03/1982,485408.125,0,0
09/04/1982,376697.5625,0,0
09/05/1982,316476.8125,0,0
09/06/1982,309450.9688,0,0
09/07/1982,227418.5313,0,0
09/08/1982,151470.2656,0,0
09/09/1982,94845.5625,0,0
09/10/1982,371261.6875,0,0
09/11/1982,703989.25,0,0
09/12/1982,820625.125,0,0
09/13/1982,687537.8125,0,0
09/14/1982,616915.0625,0,0
09/15/1982,613313.125,0,0
09/16/1982,496657.4375,0,0
09/17/1982,470542.0313,0,0
09/18/1982,466793.5938,0,0
09/19/1982,326801.25,0,0
09/20/1982,235766.7813,0,0
09/21/1982,334387.9063,0,0
09/22/1982,433159,0,0
09/23/1982,432944.3438,0,0
09/24/1982,420383.3125,0,0
09/25/1982,377951.3438,0,0
09/26/1982,287984.4063,0,0
09/27/1982,278636.6563,0,0
09/28/1982,393454.2188,0,0
09/29/1982,562337.6875,0,0
09/30/1982,714746.5625,0,0
10/01/1982,808634.1875,0,0
10/02/1982,649556.5625,0,0
10/03/1982,481732.375,0,0
10/04/1982,388510.9063,0,0
10/05/1982,325563.0313,0,0
10/06/1982,224283.4375,0,0
10/07/1982,210313.5,0,0
10/08/1982,215265.2031,0,0
10/09/1982,240710.3906,0,0
10/10/1982,118778.1094,0,0
10/11/1982,136907.8281,0,0
10/12/1982,106832.5313,0,0
10/13/1982,87395.55469,0,0
10/14/1982,93348.39844,0,0
10/15/1982,896804,0,0
10/16/1982,168442.7813,0,0
10/17/1982,2270851.75,0,0
10/18/1982,848773.6875,0,0
10/19/1982,1351670.125,0,0
10/20/1982,846076.75,0,0
10/21/1982,341693.875,0,0
10/22/1982,94815.14844,0,0
10/23/1982,1270625.875,0,0
10/24/1982,20964.10547,0,0
10/25/1982,2102609,0,0
10/26/1982,22477.4082,0,0
10/27/1982,76256.67969,0,0
10/28/1982,28952.52344,0,0
10/29/1982,26863.57227,0,0
10/30/1982,25757.19727,0,0
10/31/1982,29334.01367,0,0
11/01/1982,28205.7168,0,0
11/02/1982,31430.44922,0,0
11/03/1982,29016.87305,0,0
11/04/1982,20181.24414,0,0
11/05/1982,25508.01563,0,0
11/06/1982,10623.94922,0,0
11/07/1982,106083.0859,0,0
11/08/1982,18281.52148,0,0
11/09/1982,9087.282227,0,0
11/10/1982,6136.676758,0,0
11/11/1982,1865.4729,0,0
11/12/1982,490.8291626,0,0
11/13/1982,0,0,0
11/14/1982,0,0,0
11/15/1982,320.2487183,0,0
11/16/1982,490.6027527,0,0
11/17/1982,388.055481,0,0
11/18/1982,40.88739014,0,0
11/19/1982,0,0,0
11/20/1982,4366.175293,0,0
11/21/1982,1103.790771,0,0
11/22/1982,92.68447876,0,0
11/23/1982,0,0,0
11/24/1982,1394.945801,0,0
11/25/1982,0,0,0
11/26/1982,1520.852783,0,0
11/27/1982,430.3697205,0,0
11/28/1982,2370.000732,0,0
11/29/1982,3960.003906,0,0
11/30/1982,16151.65234,0,0
12/01/1982,29636.43945,0,0
12/02/1982,31236.27148,0,0
12/03/1982,28106.16797,0,0
12/04/1982,24559.1875,0,0
12/05/1982,17868.15234,0,0
12/06/1982,10333.75098,0,0
12/07/1982,6887.145508,0,0
12/08/1982,41159.01172,0,0
12/09/1982,11608.23828,0,0
12/10/1982,108303.3672,0,0
12/11/1982,34412.65234,0,0
12/12/1982,11723.11523,0,0
12/13/1982,8822.807617,0,0
12/14/1982,7867.977051,0,0
12/15/1982,6344.374512,0,0
12/16/1982,4049.907471,0,0
12/17/1982,2889.492676,0,0
12/18/1982,3821.295898,0,0
12/19/1982,6536.993164,0,0
12/20/1982,14633.12891,0,0
12/21/1982,22533.14844,0,0
12/22/1982,23658.37891,0,0
12/23/1982,32501.02148,0,0
12/24/1982,39721.21875,0,0
12/25/1982,35589.92188,0,0
12/26/1982,25615.50391,0,0
12/27/1982,17526.4668,0,0
12/28/1982,10632.1582,0,0
12/29/1982,18723.09766,0,0
12/30/1982,20751.62891,0,0
12/31/1982,22671.46484,0,0
01/01/1983,17168.30859,0,0
01/02/1983,30509.84375,0,0
01/03/1983,38506.0625,0,0
01/04/1983,30000.05469,0,0
01/05/1983,15075.65723,0,0
01/06/1983,130395.3438,0,0
01/07/1983,79512.74219,0,0
01/08/1983,36968.04688,0,0
01/09/1983,12920.91016,0,0
01/10/1983,153132.0156,0,0
01/11/1983,57290.07031,0,0
01/12/1983,20076.66602,0,0
01/13/1983,9007.15332,0,0
01/14/1983,127000.2813,0,0
01/15/1983,62222.27734,0,0
01/16/1983,27920.44141,0,0
01/17/1983,12209.60156,0,0
01/18/1983,5836.457031,0,0
01/19/1983,17476.1875,0,0
01/20/1983,69662.84375,0,0
01/21/1983,40017.15625,0,0
01/22/1983,15723.89551,0,0
01/23/1983,6292.231445,0,0
01/24/1983,8624.920898,0,0
01/25/1983,10642.54883,0,0
01/26/1983,38417.67969,0,0
01/27/1983,59987.39063,0,0
01/28/1983,56817.14453,0,0
01/29/1983,36479.21875,0,0
01/30/1983,18011.31445,0,0
01/31/1983,7172.211914,0,0
02/01/1983,65809.84375,0,0
02/02/1983,30588.81055,0,0
02/03/1983,19952.68555,0,0
02/04/1983,14308.28223,0,0
02/05/1983,6756.578125,0,0
02/06/1983,16188.54004,0,0
02/07/1983,47849.84766,0,0
02/08/1983,73328.16406,0,0
02/09/1983,73275.75781,0,0
02/10/1983,73224.79688,0,0
02/11/1983,62888.46875,0,0
02/12/1983,42854.01172,0,0
02/13/1983,25642.94336,0,0
02/14/1983,11397.18652,0,0
02/15/1983,1008751.438,0,0
02/16/1983,603107.875,0,0
02/17/1983,354452.9375,0,0
02/18/1983,188531.7813,0,0
02/19/1983,106466.5156,0,0
02/20/1983,48594.55859,0,0
02/21/1983,170109.5313,0,0
02/22/1983,62217.02734,0,0
02/23/1983,14067.85938,0,0
02/24/1983,287931.1563,0,0
02/25/1983,32225.96875,0,0
02/26/1983,3446.964111,0,0
02/27/1983,120.8103943,0,0
02/28/1983,2399.512939,0,0
03/01/1983,7553.116699,0,0
03/02/1983,12596.65527,0,0
03/03/1983,17204.7793,0,0
03/04/1983,14389.96484,0,0
03/05/1983,6739.023438,0,0
03/06/1983,55073.41797,0,0
03/07/1983,77723.82031,0,0
03/08/1983,64805.47656,0,0
03/09/1983,39610.45703,0,0
03/10/1983,26223.0293,0,0
03/11/1983,22258.14063,0,0
03/12/1983,22530.3125,0,0
03/13/1983,19532.4375,0,0
03/14/1983,11749.76465,0,0
03/15/1983,67130.25781,0,0
03/16/1983,58004.45703,0,0
03/17/1983,33170.03125,0,0
03/18/1983,14475.18164,0,0
03/19/1983,53706.74609,0,0
03/20/1983,17351.42383,0,0
03/21/1983,358779.7188,0,0
03/22/1983,121144.5,0,0
03/23/1983,27516.73633,0,0
03/24/1983,9561.139648,0,0
03/25/1983,581.3342896,0,0
03/26/1983,64610.74219,0,0
03/27/1983,8214.693359,0,0
03/28/1983,17669.40039,0,0
03/29/1983,28217.98242,0,0
03/30/1983,32520.75781,0,0
03/31/1983,23941.65625,0,0
04/01/1983,20890.5,0,0
04/02/1983,27215.44922,0,0
04/03/1983,27715.10156,0,0
04/04/1983,20064.4082,0,0
04/05/1983,9094.847656,0,0
04/06/1983,19493.66992,0,0
04/07/1983,26493.58008,0,0
04/08/1983,20904.14648,0,0
04/09/1983,91997.73438,0,0
04/10/1983,166684.4063,0,0
04/11/1983,193954.9375,0,0
04/12/1983,167746.9219,0,0
04/13/1983,129173.2813,0,0
04/14/1983,82360.21094,0,0
