Date,bc_flux0
05/07/1981,0
05/08/1981,5059.408691
05/09/1981,0
05/10/1981,5247.598145
05/11/1981,0
05/12/1981,2669.282227
05/13/1981,7121.914551
05/14/1981,829.0339355
05/15/1981,30735.9043
05/16/1981,8802.786133
05/17/1981,1404.89209
05/18/1981,4495.756348
05/19/1981,2635.081543
05/20/1981,2096.214111
05/21/1981,0
05/22/1981,16301.6543
05/23/1981,12139.2666
05/24/1981,12987.1543
05/25/1981,4204.854492
05/26/1981,4126.055664
05/27/1981,20366.44336
05/28/1981,11420.37109
05/29/1981,5935.538086
05/30/1981,2372.26416
05/31/1981,10728.89453
06/01/1981,27768.36133
06/02/1981,20347.78125
06/03/1981,16233.47168
06/04/1981,10124.05664
06/05/1981,16206.2793
06/06/1981,14005.45996
06/07/1981,8288.755859
06/08/1981,27530.62109
06/09/1981,51751.24219
06/10/1981,25215.27344
06/11/1981,12092.67188
06/12/1981,35429.13672
06/13/1981,40722.0625
06/14/1981,13862.5625
06/15/1981,5061.276367
06/16/1981,3193.767578
06/17/1981,18837.26367
06/18/1981,0
06/19/1981,151032.6563
06/20/1981,122584.9766
06/21/1981,79271.03125
06/22/1981,95363.09375
06/23/1981,15140.8877
06/24/1981,2399.461426
06/25/1981,82232.82813
06/26/1981,68498.60938
06/27/1981,46955.61328
06/28/1981,26270.22656
06/29/1981,174123.3125
06/30/1981,0
07/01/1981,200687.9219
07/02/1981,85246.53125
07/03/1981,52251.20313
07/04/1981,101232.3672
07/05/1981,18923.34375
07/06/1981,1007.279175
07/07/1981,126902.3828
07/08/1981,151932.3125
07/09/1981,119456.7656
07/10/1981,301614.5
07/11/1981,1356.846924
07/12/1981,314216.25
07/13/1981,789713.875
07/14/1981,130388.0156
07/15/1981,358883.9688
07/16/1981,66447.64063
07/17/1981,185125.3125
07/18/1981,69290.49219
07/19/1981,0
07/20/1981,12501194
07/21/1981,4488.434082
07/22/1981,2066766.75
07/23/1981,0
07/24/1981,797783.125
07/25/1981,193506.9375
07/26/1981,4077.849365
07/27/1981,51730.28516
07/28/1981,65097.77344
07/29/1981,97684.14063
07/30/1981,53236.03516
07/31/1981,5349.645508
08/01/1981,2121693
08/02/1981,112603.8047
08/03/1981,415763.9063
08/04/1981,178925.0313
08/05/1981,390615.3125
08/06/1981,90521.07031
08/07/1981,320102.1563
08/08/1981,148311.5938
08/09/1981,8532.592773
08/10/1981,12678194
08/11/1981,175410.7813
08/12/1981,1498026.25
08/13/1981,614471.3125
08/14/1981,89083.90625
08/15/1981,427962.9375
08/16/1981,9935.311523
08/17/1981,1403282.75
08/18/1981,12888.53906
08/19/1981,120314.3516
08/20/1981,38773.53516
08/21/1981,12264.5332
08/22/1981,70925.03906
08/23/1981,18755.10156
08/24/1981,158954.0938
08/25/1981,70349.57031
08/26/1981,19751.32031
08/27/1981,96250.74219
08/28/1981,113655.4922
08/29/1981,519335.0313
08/30/1981,351220.25
08/31/1981,2395960.75
09/01/1981,38945.85156
09/02/1981,2675970.5
09/03/1981,137431.4219
09/04/1981,74994.77344
09/05/1981,702823.0625
09/06/1981,332789.6563
09/07/1981,821919.375
09/08/1981,648098
09/09/1981,356334
09/10/1981,377744.5625
09/11/1981,309340.9375
09/12/1981,210426.7344
09/13/1981,87482.35156
09/14/1981,2219396.5
09/15/1981,454418.625
09/16/1981,1028761.75
09/17/1981,811974.0625
09/18/1981,404149.5938
09/19/1981,595470.0625
09/20/1981,359596.625
09/21/1981,755263.3125
09/22/1981,561538.5
09/23/1981,553554.125
09/24/1981,241085.2188
09/25/1981,1063969.625
09/26/1981,719017.6875
09/27/1981,1102996.875
09/28/1981,925689.8125
09/29/1981,510793.6563
09/30/1981,199503.4063
10/01/1981,1424356.5
10/02/1981,641945.875
10/03/1981,1912577.25
10/04/1981,866040.0625
10/05/1981,468933
10/06/1981,174089.0781
10/07/1981,53045.59375
10/08/1981,2546948.25
10/09/1981,238216.4531
10/10/1981,64515.52344
10/11/1981,27820.69727
10/12/1981,322164.1563
10/13/1981,39043.58984
10/14/1981,36663.85156
10/15/1981,26278.49219
10/16/1981,26899.85742
10/17/1981,23489.81641
10/18/1981,31806.0293
10/19/1981,35340.30469
10/20/1981,32976.31641
10/21/1981,27826.6582
10/22/1981,23999.0625
10/23/1981,25846.66016
10/24/1981,31120.61328
10/25/1981,37810.72266
10/26/1981,44079.21094
10/27/1981,42808.37109
10/28/1981,37109.39844
10/29/1981,32481.23047
10/30/1981,25864.73633
10/31/1981,17512.98828
11/01/1981,16518.41992
11/02/1981,27479.12305
11/03/1981,42379.6875
11/04/1981,51340.89453
11/05/1981,45093.90625
11/06/1981,32421.95703
11/07/1981,22181.44922
11/08/1981,15485.68066
11/09/1981,11406.56543
11/10/1981,13471.83496
11/11/1981,18436.95898
11/12/1981,25733
11/13/1981,30939.89063
11/14/1981,29380.56641
11/15/1981,20898.8125
11/16/1981,10974.70313
11/17/1981,67155.45313
11/18/1981,59786.55078
11/19/1981,43279.05078
11/20/1981,30086.58203
11/21/1981,22880.68359
11/22/1981,17328.72266
11/23/1981,15686.6875
11/24/1981,16532.12891
11/25/1981,15883.88379
11/26/1981,13411.49023
11/27/1981,9396.46875
11/28/1981,108396.2969
11/29/1981,122357.4141
11/30/1981,120629.1094
12/01/1981,97622.27344
12/02/1981,68507.375
12/03/1981,46985.70313
12/04/1981,58117.55469
12/05/1981,91659.21094
12/06/1981,102843.4609
12/07/1981,92326.23438
12/08/1981,56143.03906
12/09/1981,48023.88281
12/10/1981,48485.60547
12/11/1981,43074.21094
12/12/1981,32986.79297
12/13/1981,194309.3125
12/14/1981,77705.28125
12/15/1981,82649.21094
12/16/1981,59521.07813
12/17/1981,36101.92188
12/18/1981,66425.07031
12/19/1981,30421.67969
12/20/1981,146102.3125
12/21/1981,30799.4082
12/22/1981,807527.1875
12/23/1981,99836.39844
12/24/1981,110559.1797
12/25/1981,15067.76563
12/26/1981,1159892.625
12/27/1981,52128.34375
12/28/1981,40926.32031
12/29/1981,60163.25391
12/30/1981,54532.10938
12/31/1981,33833.44531
01/01/1982,19620.25977
01/02/1982,148933.9219
01/03/1982,121039.7734
01/04/1982,100909.3203
01/05/1982,65856.17188
01/06/1982,41377.89063
01/07/1982,25760.27344
01/08/1982,315678.5313
01/09/1982,164715.1563
01/10/1982,99150.0625
01/11/1982,55247.5625
01/12/1982,54876.16406
01/13/1982,39612.73047
01/14/1982,132127.7188
01/15/1982,109607.6641
01/16/1982,67327.10156
01/17/1982,37671.44922
01/18/1982,134686.5781
01/19/1982,40948.44531
01/20/1982,1409609.125
01/21/1982,431362.8125
01/22/1982,178993.1875
01/23/1982,91605.71875
01/24/1982,59752.63672
01/25/1982,51976.44531
01/26/1982,50567.71094
01/27/1982,94226.64844
01/28/1982,125992.9922
01/29/1982,111505.3281
01/30/1982,191225.5781
01/31/1982,236633.0938
02/01/1982,196686.5938
02/02/1982,146188.6875
02/03/1982,102480.3828
02/04/1982,67086.8125
02/05/1982,222570.3125
02/06/1982,148119.1875
02/07/1982,83478.5
02/08/1982,47381.8125
02/09/1982,254301.3438
02/10/1982,99677.78125
02/11/1982,42556.28125
02/12/1982,82224.26563
02/13/1982,106940.4922
02/14/1982,68732.69531
02/15/1982,37842.13672
02/16/1982,88697.50781
02/17/1982,87905.5
02/18/1982,60720.69531
02/19/1982,37459.08203
02/20/1982,39207.85156
02/21/1982,312367.1875
02/22/1982,126012.7969
02/23/1982,386479.4063
02/24/1982,255304.125
02/25/1982,155769.4063
02/26/1982,94201.88281
02/27/1982,62894.23828
02/28/1982,54259.32813
03/01/1982,45812.14453
03/02/1982,59897.71875
03/03/1982,80319.57813
03/04/1982,75918.94531
03/05/1982,53520.19922
03/06/1982,212976.2813
03/07/1982,207371.8281
03/08/1982,290427.4063
03/09/1982,302927.6563
03/10/1982,226868.3125
03/11/1982,118874.7969
03/12/1982,108723.2188
03/13/1982,302898.4688
03/14/1982,188066.2188
03/15/1982,79199.60938
03/16/1982,85996.0625
03/17/1982,49282.19141
03/18/1982,270005.125
03/19/1982,118818.8906
03/20/1982,87357.45313
03/21/1982,74865.14063
03/22/1982,50591.10156
03/23/1982,25413.58984
03/24/1982,340621.125
03/25/1982,231772.7031
03/26/1982,142811.3438
03/27/1982,72195.46875
03/28/1982,196870.7188
03/29/1982,241942.6719
03/30/1982,183957.4531
03/31/1982,106694.0781
04/01/1982,59676.48047
04/02/1982,209426.9063
04/03/1982,217129.7031
04/04/1982,143388.8125
04/05/1982,83706.90625
04/06/1982,136298.0625
04/07/1982,83702.08594
04/08/1982,167074
04/09/1982,84195.32813
04/10/1982,52164.42188
04/11/1982,1149388.125
04/12/1982,1126921
04/13/1982,316935.625
04/14/1982,87822.98438
04/15/1982,1158441.875
04/16/1982,249187.7813
04/17/1982,236553.1563
04/18/1982,123113.0703
04/19/1982,86377.6875
04/20/1982,81802.71875
04/21/1982,71516.92188
04/22/1982,54876.32031
04/23/1982,72570.08594
04/24/1982,77200.50781
04/25/1982,92329.82813
04/26/1982,50368.55469
04/27/1982,168397.4219
04/28/1982,134088.125
04/29/1982,78168.33594
04/30/1982,37142.48047
05/01/1982,141669.0781
05/02/1982,97448.85938
05/03/1982,53853.14063
05/04/1982,27749.57422
05/05/1982,158419.3594
05/06/1982,69396.40625
05/07/1982,32928.94531
05/08/1982,78012.15625
05/09/1982,9473.580078
05/10/1982,665840.375
05/11/1982,301403.125
05/12/1982,261765.125
05/13/1982,215105.1875
05/14/1982,170734.9688
05/15/1982,125099.1484
05/16/1982,84647.28125
05/17/1982,110745.7578
05/18/1982,139412.1563
05/19/1982,154696.2813
05/20/1982,139529.9531
05/21/1982,97637.15625
05/22/1982,304290.4375
05/23/1982,223.204834
05/24/1982,3774407.5
05/25/1982,473135.1563
05/26/1982,388259.9375
05/27/1982,308247.6563
05/28/1982,235265.7031
05/29/1982,163502.9219
05/30/1982,109505.4844
05/31/1982,76368.4375
06/01/1982,375030.8125
06/02/1982,9508.947266
06/03/1982,473331.7813
06/04/1982,797370
06/05/1982,713535.1875
06/06/1982,526423
06/07/1982,344491
06/08/1982,545899.5625
06/09/1982,62098.65625
06/10/1982,176792.7031
06/11/1982,263366.25
06/12/1982,238853.0469
06/13/1982,151697.3281
06/14/1982,230806.1719
06/15/1982,130054.9063
06/16/1982,75322.07813
06/17/1982,71483.24219
06/18/1982,46663.67188
06/19/1982,32879.85547
06/20/1982,63829.36328
06/21/1982,35762.26953
06/22/1982,505289
06/23/1982,404964.9375
06/24/1982,1747692.125
06/25/1982,113535.2656
06/26/1982,280926.9375
06/27/1982,215732.7188
06/28/1982,1168761.25
06/29/1982,545.6057129
06/30/1982,280425.25
07/01/1982,212349.0938
07/02/1982,332505.75
07/03/1982,52914.53125
07/04/1982,145662.0938
07/05/1982,98.80072021
07/06/1982,21230.94141
07/07/1982,507653.4688
07/08/1982,120861.4063
07/09/1982,9839.838867
07/10/1982,831192
07/11/1982,1278780.25
07/12/1982,539544.375
07/13/1982,1133922.625
07/14/1982,3269.094727
07/15/1982,23792.31055
07/16/1982,50596.82813
07/17/1982,241891.3594
07/18/1982,15064.39941
07/19/1982,28448.38281
07/20/1982,38888.25
07/21/1982,43968.14063
07/22/1982,191635.4531
07/23/1982,198545.5313
07/24/1982,18568.37109
07/25/1982,12502.83984
07/26/1982,37921.98828
07/27/1982,394141.0938
07/28/1982,23086.48633
07/29/1982,28124.89063
07/30/1982,747086.4375
07/31/1982,38358.40625
08/01/1982,71592.59375
08/02/1982,89204.01563
08/03/1982,101739.625
08/04/1982,548959.625
08/05/1982,109548.625
08/06/1982,39588.36719
08/07/1982,219956.4219
08/08/1982,76269.67969
08/09/1982,1307869.625
08/10/1982,233369.5313
08/11/1982,407568.75
08/12/1982,175150.5
08/13/1982,56811.79688
08/14/1982,63550.88281
08/15/1982,2824874.5
08/16/1982,251078.9375
08/17/1982,3147349.5
08/18/1982,406050.75
08/19/1982,925486.375
08/20/1982,196805.0469
08/21/1982,755963.75
08/22/1982,127707.0547
08/23/1982,2102036.25
08/24/1982,299385.9063
08/25/1982,171052.75
08/26/1982,1372285.5
08/27/1982,465113.1875
08/28/1982,247921
08/29/1982,232192.6563
08/30/1982,360937.875
08/31/1982,397783.9688
09/01/1982,409285.0938
09/02/1982,414830
09/03/1982,485408.125
09/04/1982,376697.5625
09/05/1982,316476.8125
09/06/1982,309450.9688
09/07/1982,227418.5313
09/08/1982,151470.2656
09/09/1982,94845.5625
09/10/1982,371261.6875
09/11/1982,703989.25
09/12/1982,820625.125
09/13/1982,687537.8125
09/14/1982,616915.0625
09/15/1982,613313.125
09/16/1982,496657.4375
09/17/1982,470542.0313
09/18/1982,466793.5938
09/19/1982,326801.25
09/20/1982,235766.7813
09/21/1982,334387.9063
09/22/1982,433159
09/23/1982,432944.3438
09/24/1982,420383.3125
09/25/1982,377951.3438
09/26/1982,287984.4063
09/27/1982,278636.6563
09/28/1982,393454.2188
09/29/1982,562337.6875
09/30/1982,714746.5625
10/01/1982,808634.1875
10/02/1982,649556.5625
10/03/1982,481732.375
10/04/1982,388510.9063
10/05/1982,325563.0313
10/06/1982,224283.4375
10/07/1982,210313.5
10/08/1982,215265.2031
10/09/1982,240710.3906
10/10/1982,118778.1094
10/11/1982,136907.8281
10/12/1982,106832.5313
10/13/1982,87395.55469
10/14/1982,93348.39844
10/15/1982,896804
10/16/1982,168442.7813
10/17/1982,2270851.75
10/18/1982,848773.6875
10/19/1982,1351670.125
10/20/1982,846076.75
10/21/1982,341693.875
10/22/1982,94815.14844
10/23/1982,1270625.875
10/24/1982,20964.10547
10/25/1982,2102609
10/26/1982,22477.4082
10/27/1982,76256.67969
10/28/1982,28952.52344
10/29/1982,26863.57227
10/30/1982,25757.19727
10/31/1982,29334.01367
11/01/1982,28205.7168
11/02/1982,31430.44922
11/03/1982,29016.87305
11/04/1982,20181.24414
11/05/1982,25508.01563
11/06/1982,10623.94922
11/07/1982,106083.0859
11/08/1982,18281.52148
11/09/1982,9087.282227
11/10/1982,6136.676758
11/11/1982,1865.4729
11/12/1982,490.8291626
11/13/1982,0
11/14/1982,0
11/15/1982,320.2487183
11/16/1982,490.6027527
11/17/1982,388.055481
11/18/1982,40.88739014
11/19/1982,0
11/20/1982,4366.175293
11/21/1982,1103.790771
11/22/1982,92.68447876
11/23/1982,0
11/24/1982,1394.945801
11/25/1982,0
11/26/1982,1520.852783
11/27/1982,430.3697205
11/28/1982,2370.000732
11/29/1982,3960.003906
11/30/1982,16151.65234
12/01/1982,29636.43945
12/02/1982,31236.27148
12/03/1982,28106.16797
12/04/1982,24559.1875
12/05/1982,17868.15234
12/06/1982,10333.75098
12/07/1982,6887.145508
12/08/1982,41159.01172
12/09/1982,11608.23828
12/10/1982,108303.3672
12/11/1982,34412.65234
12/12/1982,11723.11523
12/13/1982,8822.807617
12/14/1982,7867.977051
12/15/1982,6344.374512
12/16/1982,4049.907471
12/17/1982,2889.492676
12/18/1982,3821.295898
12/19/1982,6536.993164
12/20/1982,14633.12891
12/21/1982,22533.14844
12/22/1982,23658.37891
12/23/1982,32501.02148
12/24/1982,39721.21875
12/25/1982,35589.92188
12/26/1982,25615.50391
12/27/1982,17526.4668
12/28/1982,10632.1582
12/29/1982,18723.09766
12/30/1982,20751.62891
12/31/1982,22671.46484
01/01/1983,17168.30859
01/02/1983,30509.84375
01/03/1983,38506.0625
01/04/1983,30000.05469
01/05/1983,15075.65723
01/06/1983,130395.3438
01/07/1983,79512.74219
01/08/1983,36968.04688
01/09/1983,12920.91016
01/10/1983,153132.0156
01/11/1983,57290.07031
01/12/1983,20076.66602
01/13/1983,9007.15332
01/14/1983,127000.2813
01/15/1983,62222.27734
01/16/1983,27920.44141
01/17/1983,12209.60156
01/18/1983,5836.457031
01/19/1983,17476.1875
01/20/1983,69662.84375
01/21/1983,40017.15625
01/22/1983,15723.89551
01/23/1983,6292.231445
01/24/1983,8624.920898
01/25/1983,10642.54883
01/26/1983,38417.67969
01/27/1983,59987.39063
01/28/1983,56817.14453
01/29/1983,36479.21875
01/30/1983,18011.31445
01/31/1983,7172.211914
02/01/1983,65809.84375
02/02/1983,30588.81055
02/03/1983,19952.68555
02/04/1983,14308.28223
02/05/1983,6756.578125
02/06/1983,16188.54004
02/07/1983,47849.84766
02/08/1983,73328.16406
02/09/1983,73275.75781
02/10/1983,73224.79688
02/11/1983,62888.46875
02/12/1983,42854.01172
02/13/1983,25642.94336
02/14/1983,11397.18652
02/15/1983,1008751.438
02/16/1983,603107.875
02/17/1983,354452.9375
02/18/1983,188531.7813
02/19/1983,106466.5156
02/20/1983,48594.55859
02/21/1983,170109.5313
02/22/1983,62217.02734
02/23/1983,14067.85938
02/24/1983,287931.1563
02/25/1983,32225.96875
02/26/1983,3446.964111
02/27/1983,120.8103943
02/28/1983,2399.512939
03/01/1983,7553.116699
03/02/1983,12596.65527
03/03/1983,17204.7793
03/04/1983,14389.96484
03/05/1983,6739.023438
03/06/1983,55073.41797
03/07/1983,77723.82031
03/08/1983,64805.47656
03/09/1983,39610.45703
03/10/1983,26223.0293
03/11/1983,22258.14063
03/12/1983,22530.3125
03/13/1983,19532.4375
03/14/1983,11749.76465
03/15/1983,67130.25781
03/16/1983,58004.45703
03/17/1983,33170.03125
03/18/1983,14475.18164
03/19/1983,53706.74609
03/20/1983,17351.42383
03/21/1983,358779.7188
03/22/1983,121144.5
03/23/1983,27516.73633
03/24/1983,9561.139648
03/25/1983,581.3342896
03/26/1983,64610.74219
03/27/1983,8214.693359
03/28/1983,17669.40039
03/29/1983,28217.98242
03/30/1983,32520.75781
03/31/1983,23941.65625
04/01/1983,20890.5
04/02/1983,27215.44922
04/03/1983,27715.10156
04/04/1983,20064.4082
04/05/1983,9094.847656
04/06/1983,19493.66992
04/07/1983,26493.58008
04/08/1983,20904.14648
04/09/1983,91997.73438
04/10/1983,166684.4063
04/11/1983,193954.9375
04/12/1983,167746.9219
04/13/1983,129173.2813
04/14/1983,82360.21094
04/15/1983,103647.5859
04/16/1983,103968.3125
04/17/1983,66801.03906
04/18/1983,316445.9688
04/19/1983,287875.4375
04/20/1983,154742.8438
04/21/1983,189526.4063
04/22/1983,149389.7188
04/23/1983,59188.88281
04/24/1983,508947.5625
04/25/1983,246085.2031
04/26/1983,61949.5
04/27/1983,112029.9141
04/28/1983,375566.3125
04/29/1983,46287.98828
04/30/1983,883190.125
05/01/1983,130125.3828
05/02/1983,37413.58203
05/03/1983,1019091.063
05/04/1983,8179.410156
05/05/1983,55150.67578
05/06/1983,47999.55469
05/07/1983,24238.0957
05/08/1983,6858.445313
05/09/1983,1038.160034
05/10/1983,0
05/11/1983,463.6971436
05/12/1983,2863.109863
05/13/1983,5027.982422
05/14/1983,4805.305176
05/15/1983,3114.267578
05/16/1983,1988.892334
05/17/1983,1019.154358
05/18/1983,0
05/19/1983,4279.507324
05/20/1983,7413.10791
05/21/1983,6183.460938
05/22/1983,51444.88281
05/23/1983,4677.723633
05/24/1983,166684.0469
05/25/1983,267913.25
05/26/1983,324548.375
05/27/1983,341297.8438
05/28/1983,340647.7813
05/29/1983,364916.9688
05/30/1983,434949.4688
05/31/1983,495870.0938
06/01/1983,1841104.125
06/02/1983,0
06/03/1983,688197.3125
06/04/1983,468262.4688
06/05/1983,228903.3906
06/06/1983,111915.2656
06/07/1983,60887.875
06/08/1983,115613.4375
06/09/1983,4435.009277
06/10/1983,384287.25
06/11/1983,233277.5781
06/12/1983,131525.7656
06/13/1983,82637.0625
06/14/1983,55627.46094
06/15/1983,36848.70313
06/16/1983,22265.30078
06/17/1983,34537.58984
06/18/1983,26451.05469
06/19/1983,17103.9082
06/20/1983,31526.54492
06/21/1983,50445.35938
06/22/1983,14992.48633
06/23/1983,374667.1875
06/24/1983,1404226.875
06/25/1983,9306.000977
06/26/1983,702974.375
06/27/1983,326366.8125
06/28/1983,1224704.25
06/29/1983,30840.14453
06/30/1983,178151.375
07/01/1983,278206.875
07/02/1983,1031652.313
07/03/1983,136643.1563
07/04/1983,255475.1875
07/05/1983,20355.93359
07/06/1983,40449.98828
07/07/1983,489334.25
07/08/1983,42929.29688
07/09/1983,27298.3457
07/10/1983,588785.125
07/11/1983,166939.7188
07/12/1983,84854.4375
07/13/1983,59914.59766
07/14/1983,83469.28906
07/15/1983,168673.5
07/16/1983,264162.3438
07/17/1983,646582.75
07/18/1983,97868.48438
07/19/1983,112295.3906
07/20/1983,92573.27344
07/21/1983,71223.10156
07/22/1983,292786.625
07/23/1983,19214.96094
07/24/1983,86201.83594
07/25/1983,155129.3906
07/26/1983,158546.5313
07/27/1983,419418.875
07/28/1983,29817.80859
07/29/1983,113901.6406
07/30/1983,723983.625
07/31/1983,88306.55469
08/01/1983,108597.4688
08/02/1983,117072.7188
08/03/1983,134096.9063
08/04/1983,1006519.625
08/05/1983,42098.01563
08/06/1983,1295293
08/07/1983,72758.39063
08/08/1983,443795.3438
08/09/1983,304210.3125
08/10/1983,234914.3906
08/11/1983,268878.0313
08/12/1983,272591.875
08/13/1983,175290.1563
08/14/1983,193776.1563
08/15/1983,11365.625
08/16/1983,29609.93359
08/17/1983,160167.5313
08/18/1983,5301.971191
08/19/1983,435984.9375
08/20/1983,4719.062012
08/21/1983,4601759.5
08/22/1983,73961.58594
08/23/1983,372516.9375
08/24/1983,1923267.25
08/25/1983,270488.4688
08/26/1983,3577134.75
08/27/1983,2154413.25
08/28/1983,1106757.625
08/29/1983,1253786.25
08/30/1983,933836.0625
08/31/1983,442336.25
09/01/1983,535339.8125
09/02/1983,382377.4063
09/03/1983,249581.6094
09/04/1983,620818.625
09/05/1983,376271.8125
09/06/1983,352733
09/07/1983,164230.8438
09/08/1983,690955.875
09/09/1983,383385.9063
09/10/1983,127755.1953
09/11/1983,621667
09/12/1983,144381.4531
09/13/1983,349596.5
09/14/1983,50400.94141
09/15/1983,4737828
09/16/1983,74853.48438
09/17/1983,4536.081055
09/18/1983,671584.5625
09/19/1983,10457.90137
09/20/1983,44014.92188
09/21/1983,26013.91602
09/22/1983,12468.63086
09/23/1983,16812.69531
09/24/1983,16845.95117
09/25/1983,17681.7168
09/26/1983,20964.77734
09/27/1983,21500.89258
09/28/1983,21226.10156
09/29/1983,18222.38281
09/30/1983,24999.08398
10/01/1983,34573.35938
10/02/1983,44145.16797
10/03/1983,48235.12891
10/04/1983,45052.87891
10/05/1983,33397.90234
10/06/1983,24113.74609
10/07/1983,18531.80469
10/08/1983,14802.23828
10/09/1983,18057.02539
10/10/1983,21861.32422
10/11/1983,37675.42969
10/12/1983,45099.44531
10/13/1983,37917.81641
10/14/1983,25607.19922
10/15/1983,14879.77344
10/16/1983,125507.5859
10/17/1983,11536.31055
10/18/1983,29583.03516
10/19/1983,37579.42578
10/20/1983,27108.03516
10/21/1983,13277.42285
10/22/1983,3906.128662
10/23/1983,257602.9375
10/24/1983,11146.58008
10/25/1983,1119.291016
10/26/1983,71601.96094
10/27/1983,5933.063965
10/28/1983,123.6013184
10/29/1983,0
10/30/1983,0
10/31/1983,54.68374634
11/01/1983,0
11/02/1983,73.09381104
11/03/1983,298.0962524
11/04/1983,641.2261963
11/05/1983,2248.369629
11/06/1983,3533.875977
11/07/1983,3503.255371
11/08/1983,10163.58203
11/09/1983,19023.11914
11/10/1983,25606.01563
11/11/1983,29342.20313
11/12/1983,24582.98828
11/13/1983,30747.91211
11/14/1983,39432.0625
11/15/1983,37175.08203
11/16/1983,29757.99609
11/17/1983,19479.94727
11/18/1983,71320.0625
11/19/1983,92296.83594
11/20/1983,76506.53906
11/21/1983,52521.40234
11/22/1983,31830.11328
11/23/1983,20714.49219
11/24/1983,54830.47656
11/25/1983,74468.84375
11/26/1983,26505.61328
11/27/1983,11999.81348
11/28/1983,87004.9375
11/29/1983,85551.46875
11/30/1983,57769.05859
12/01/1983,31702.78711
12/02/1983,14889.2793
12/03/1983,86371.72656
12/04/1983,26726.08984
12/05/1983,15853.18359
12/06/1983,12539.39648
12/07/1983,460705.0938
12/08/1983,25689.66211
12/09/1983,116625.0391
12/10/1983,72671.74219
12/11/1983,60228.69531
12/12/1983,48747.04688
12/13/1983,43975.9375
12/14/1983,41570.35938
12/15/1983,34315.14063
12/16/1983,21591.73633
12/17/1983,176281.2813
12/18/1983,64891.42188
12/19/1983,53216.39063
12/20/1983,38375.1875
12/21/1983,20061
12/22/1983,7627.125
12/23/1983,158343.4375
12/24/1983,79588.59375
12/25/1983,61732.82813
12/26/1983,54091.60156
12/27/1983,41558.75
12/28/1983,32068.24023
12/29/1983,33201.21875
12/30/1983,32640.26172
12/31/1983,25978.80078
01/01/1984,31182.25781
01/02/1984,72901.41406
01/03/1984,109450.1094
